Name,Lat,Long,Elevation,NZS1170SiteClass,Vs30_median,Sigmaln_Vs30,Q_Vs30,Vs30_Ref,T_median,sigmaln_T,Q_T,D_T,T_Ref,Z1.0_median,sigmaln_Z1.0,Q_Z1.0,Z1.0_Bedrock,Z1.0_Ref,Z2.5_median,sigmaln_Z2.5,Q_Z2.5,Z2.5_Ref,Reference_site,TopoT_median,Deeprock_T,,BH,CPT,Bedrock?,Liquefiable?,Soft Soils?,DH,XH,SW,HVSR,Gravity,Reflection,Other,
RUGF,-44.7243441,167.6433874,60,A,1500,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,5,0.05,Q3,1,NSHM (2021) ,1425,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
RUGZ,-37.96513,177.67748,385,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.035,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),275,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
RVAZ,-36.76999632,174.5791993,221,C,435,0.3825,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),1125,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
SAND,-43.56044,172.29766,435,D,500,0.243,Q3,Foster et al. (2019),5.4,0.2,Q2,I,Stolte et al. 2021,505,0.3,Q3,0,NZVM (2021),1375,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
SCLF,-45.27056716,166.9727424,346,A,1500,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),5,0.05,Q3,1,NSHM (2021) ,825,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
SKTD,-43.6822,172.20151,528,D,500,0.243,Q3,Foster et al. (2019),6,0.2,Q2,I,Stolte et al. 2021,455,0.3,Q3,0,NZVM (2021),1575,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
SNGZ,-38.7815,177.3399,399,B,618,0.3635,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),0,0.28,0,,,,,,,,,,,,,,
SNVZ,-39.1862267,175.6403333,5,B,657,0.358,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),825,0.5,Q3,NZVM (2021),0,0.35,0,,,,,,,,,,,,,,
SPCV,-45.70500609,166.9225235,129,A,1500,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),5,0.05,Q3,1,NSHM (2021) ,1025,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
STLD,-43.61084,171.82626,20,D,500,0.243,Q3,Foster et al. (2019),6.3,0.2,Q2,I,Stolte et al. 2021,1145,0.3,Q3,1,NZVM (2021),1825,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TAHR,-37.99622266,176.4388972,310,B,560,0.4565,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),975,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TAMF,-45.42657394,167.7178511,120,D,259,0.2655,Q3,Foster et al. (2019) & Perrin et al. (2015),1.3,0.2,Q2,I,McVerry 2011,75,0.5,Q3,1,NZVM (2021),1325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TANF,-44.9867539,167.1866309,86,A,1500,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,5,0.05,Q3,1,NSHM (2021) ,1275,0.5,Q3,NZVM (2021),0,0.2,0,,,,,,,,,,,,,,
TARZ,-38.23555,176.50585,32,B,674,0.32,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),2325,0.5,Q3,NZVM (2021),0,0.33,1,,,,,,,,,,,,,,
TAZ,-38.23122727,176.5079972,87,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),2325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TGRZ,-37.72880729,176.260836,122,B,590,0.4185,Q3,Foster et al. (2019) & Perrin et al. (2015),0.09,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),525,0.5,Q3,NZVM (2021),0,0.2,1,,,,,,,,,,,,,,
THOB,-40.78940244,175.0929713,15,D,258,0.3605,Q3,Foster et al. (2019) & Perrin et al. (2015),2.5,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),275,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
THQ2,-38.6684,176.1698,20,B,569,0.442,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),1725,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TIKO,-34.52995663,172.8646676,185,B,1000,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),15,0.3,Q3,1,NSHM (2021) ,275,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TIWZ,-40.77604863,175.8856602,61,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,375,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TKGZ,-38.4392,177.8485,181,C,389,0.26,Q3,Foster et al. (2019) & Perrin et al. (2015),0.14,0.1,Q1,I,Manea et al. 2021 unpublished,75,0.5,Q3,1,NZVM (2021),2975,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TKNZ,-41.03355,172.96053,345,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),375,0.5,Q3,NZVM (2021),0,0.4,0,,,,,,,,,,,,,,
TLED,-43.5958,172.20133,100,D,500,0.243,Q3,Foster et al. (2019),6.3,0.2,Q2,I,Stolte et al. 2021,505,0.3,Q3,0,NZVM (2021),1525,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TLZ,-38.3294,175.538,785,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),45,0.5,Q3,1,NZVM (2021),425,0.5,Q3,NZVM (2021),0,0.35,0,,,,,,,,,,,,,,
TMVZ,-39.11561,175.704064,2040,B,636,0.3755,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),1275,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TMWZ,-41.1065961,175.890469,319,B,625,0.3655,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),5025,0.5,Q3,NZVM (2021),0,0.37,0,,,,,,,,,,,,,,
TON8,-39.0984817,175.6759733,198,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,1225,0.5,Q3,NZVM (2021),0,0.43,0,,,,,,,,,,,,,,
TRVZ,-39.29881626,175.5478216,20,B,603,0.3825,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),0,0.45,1,,,,,,,,,,,,,,
TRWZ,-41.39804233,175.6878952,249,B,625,0.3655,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),5925,0.5,Q3,NZVM (2021),1,0,0,,,,,,,,,,,,,,
TUVZ,-39.26767586,175.654153,18,C,460,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.45,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),1725,0.5,Q3,NZVM (2021),0,0,1,,,,,,,,,,,,,,
TUWZ,-41.42938895,173.9428929,5,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
TWGZ,-38.1767,177.9804,540,B,800,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),5075,0.5,Q3,NZVM (2021),0,0.42,0,,,,,,,,,,,,,,
TWVZ,-39.07074137,175.4376811,146,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.07,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),1075,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
UTU,-38.17659,176.1938,5,B,683,0.344,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),2325,0.5,Q3,NZVM (2021),0,0.71,1,,,,,,,,,,,,,,
WACZ,-43.9425317,171.839105,36,D,266,0.243,Q3,Foster et al. (2019),5.9,0.1,Q1,I,Manea et al. 2021 unpublished,1135,0.3,Q3,1,NZVM (2021),2225,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WATZ,-38.70793481,175.7331861,178,B,675,0.3475,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),1725,0.5,Q3,NZVM (2021),0,0,1,,,,,,,,,,,,,,
WCZ,-35.938642,174.345043,304,B,560,0.344,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),525,0.5,Q3,NZVM (2021),1,0,0,,,,,,,,,,,,,,
WHHZ,-39.0768,177.2344,1532,B,617,0.337,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),5525,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WHRZ,-37.8557,176.9748,323,B,590,0.4185,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,5,0.05,Q3,1,NSHM (2021) ,325,0.5,Q3,NZVM (2021),0,1.3,0,,,,,,,,,,,,,,
WHSZ,-43.29065,170.40645,461,D,316,0.2665,Q3,Foster et al. (2019) & Perrin et al. (2015),1.84,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),275,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WHTZ,-38.66595448,175.957469,1226,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),2425,0.5,Q3,NZVM (2021),0,0.25,1,,,,,,,,,,,,,,
WHVZ,-39.2825,175.5886,139,B,675,0.3475,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),1225,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WIAZ,-36.793,175.1339,114,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,925,0.5,Q3,NZVM (2021),0,0.31,0,,,,,,,,,,,,,,
WIZ,-37.52451054,177.1893019,164,C,364,0.3615,Q3,Foster et al. (2019) & Perrin et al. (2015),0.14,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),75,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WMGZ,-37.8191,178.4149,263,B,625,0.3655,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),7275,0.5,Q3,NZVM (2021),0,0.17,0,,,,,,,,,,,,,,
WNVZ,-39.32697695,175.5978621,358,B,674,0.32,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),1475,0.5,Q3,NZVM (2021),0,1,1,,,,,,,,,,,,,,
WPHZ,-40.06426428,176.4405598,194,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),2275,0.5,Q3,NZVM (2021),1,0,0,,,,,,,,,,,,,,
WPRZ,-38.5196,176.1624,1161,B,603,0.3825,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),1875,0.5,Q3,NZVM (2021),0,0.67,0,,,,,,,,,,,,,,
WPVZ,-39.20400432,175.5459219,82,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),575,0.5,Q3,NZVM (2021),0,0.2,1,,,,,,,,,,,,,,
WSRZ,-37.51811,177.177805,255,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,75,0.5,Q3,NZVM (2021),0,0.4,0,,,,,,,,,,,,,,
WTAZ,-36.93241912,174.5733686,95,B,1000,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),15,0.3,Q3,1,NSHM (2021) ,1125,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WTVZ,-39.11525262,175.5896928,88,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),1225,0.5,Q3,NZVM (2021),0,0.83,1,,,,,,,,,,,,,,
ZIHA,-43.88533622,169.0497779,54,A,1500,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),5,0.05,Q3,1,NSHM (2021) ,325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
AC3A,-42.08760253,173.1663401,981,B,800,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),375,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
AKUS,-36.85315821,174.7704513,30,B,800,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),1175,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
ALLC,-38.41692854,175.473484,573,B,590,0.4185,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),45,0.5,Q3,1,NZVM (2021),475,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
ARPC,-38.15022384,175.6571872,171,C,518,0.321,Q3,Foster et al. (2019),0.4,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),725,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
AWAC,-39.77625932,176.9823976,81,C,343,0.2595,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,NSHM (2021),95,0.5,Q3,1,NZVM (2021),7225,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
BGLC,-38.30442701,175.7579878,297,B,597,0.4005,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),2125,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
BLUC,-39.48795315,176.9134978,48,C,501,0.2675,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,NSHM (2021),105,0.5,Q3,1,NZVM (2021),6675,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
BNDC,-38.52023032,175.3756824,329,B,567,0.355,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),375,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
BOWS,-41.279193,174.776323,8,D,267,0.1945,Q3,Foster et al. (2019) & Perrin et al. (2015),0.62,0.2,Q2,I,Kaiser et al. 2019,65,0.1,Q2,1,Hill et al. (2021),325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
CKCJ,-44.09484044,168.6253712,69,B,603,0.3825,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),35,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
CREC,-39.7960594,176.8248956,101,B,800,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),95,0.5,Q3,1,NZVM (2021),5175,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
ECLS,-37.68883,178.54816,142,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,85,0.5,Q3,1,NZVM (2021),9225,0.5,Q3,NZVM (2021),0,0.357142857,0,,,,,,,,,,,,,,
EDAS,-37.97767,176.83222,3,D,166,0.24,Q3,Foster et al. (2019) & Perrin et al. (2015),2,0.3,Q3,I,NSHM (2021),85,0.5,Q3,1,NZVM (2021),1125,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
ELAC,-39.31654925,176.7398963,284,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),85,0.5,Q3,1,NZVM (2021),5725,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
ESKC,-39.33795003,176.8981981,42,B,587,0.364,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),75,0.5,Q3,1,NZVM (2021),5975,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
EWZ,-43.51003172,170.8526034,651,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),275,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
FRBF,-45.34086872,166.8500403,713,A,1500,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),5,0.05,Q3,1,NSHM (2021) ,975,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
GLNS,-44.86441,168.40646,408,C,397,0.3345,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,NSHM (2021),65,0.3,Q3,1,NZVM (2021),275,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
GMFS,-42.457849,171.2043,12,D,215,0.221,Q3,Foster et al. (2019) & Perrin et al. (2015),1,0.3,Q3,I,NSHM (2021),75,0.5,Q3,1,NZVM (2021),1475,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
GPSS,-41.23663683,174.9147161,9,D,240,0.2055,Q3,Foster et al. (2019) & Perrin et al. (2015),1,0.3,Q3,I,NSHM (2021),65,0.3,Q3,1,NZVM (2021),275,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
GR1A,-41.89549899,173.5828463,522,C,313,0.3585,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),875,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
GR5A,-41.89299896,173.5933465,518,B,560,0.344,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),825,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
GREC,-38.92274245,177.2919044,128,B,567,0.355,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),3325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
HBHS,-37.785638,175.295136,39,D,182,0.1,Q1,Cave (2020),3.2,0.02,Q1,I,Cave (2020),396,0.1,Q2,1,Cave (2020),975,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
KAPS,-36.82229752,174.7036606,96,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,1225,0.5,Q3,NZVM (2021),0,0.46,0,,,,,,,,,,,,,,
KARC,-38.92774077,176.4556941,757,C,597,0.4005,Q3,Foster et al. (2019) & Perrin et al. (2015),0.2,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),625,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
KIDC,-39.64195668,177.0693992,68,C,555,0.3565,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,NSHM (2021),95,0.5,Q3,1,NZVM (2021),7125,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
KIWC,-38.57193264,175.9568893,609,B,636,0.3755,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),2475,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
KNGC,-38.75853695,176.2479922,680,B,569,0.442,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),875,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
KONC,-39.45825192,176.6254943,183,B,1000,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),15,0.3,Q3,1,NSHM (2021) ,5225,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
KOTC,-38.89294234,177.5240074,50,B,560,0.344,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),6625,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
LAHV,-39.47075013,175.6954828,850,B,567,0.355,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),275,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
LATK,-39.38404884,175.9181859,1270,B,625,0.3655,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),1425,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
LBST,-39.16524564,176.4938938,689,B,717,0.2985,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),1425,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
LCRO,-39.23204722,176.5993948,426,B,618,0.3635,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),1725,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
LDEN,-38.48793064,175.7948876,435,B,590,0.4185,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),1675,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
LGDS,-39.26854879,176.9859995,32,B,587,0.364,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),95,0.5,Q3,1,NZVM (2021),6025,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
LGLS,-39.1007449,176.7554972,519,B,625,0.3655,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),3675,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
LICJ,-44.16354273,168.7763728,92,C,271,0.2705,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),275,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
LJAI,-38.60443502,176.7551989,358,B,617,0.337,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),75,0.5,Q3,1,NZVM (2021),1075,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
LKMJ,-44.04033928,168.7168727,20,B,557,0.385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
LKOW,-39.33954921,176.4996932,424,B,560,0.344,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),1225,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
LLRC,-38.03602213,175.85849,160,B,597,0.4005,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),35,0.5,Q3,1,NZVM (2021),1175,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
LMAN,-39.55945283,176.0813872,709,B,555,0.359,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),975,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
LMAT,-39.67905578,176.2871893,521,B,567,0.355,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),1225,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
LMAU,-38.9127415,176.9365001,191,B,560,0.344,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),1875,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
LMOT,-39.58525285,175.8489842,525,B,604,0.3615,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),375,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
LMOW,-39.40694894,175.7534837,806,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
